1.01926e+18,RT @mchaudhry82: $CVS Bullish short-term option play opened in CVS https://t.co/GqFVBGAlOI,Tue Jul 17 16:36:41 +0000 2018,I_Say_What,CVS,CVS Health Corporation,False,,,,,,,,,
1.01926e+18,RT @OJRenick: It's (still) #AmazonPrimeDay and everyone wants their stuff fast. @KevinRKelly_ @BenchmarkINVST on why the e-commerce deriva…,Tue Jul 17 16:41:19 +0000 2018,KevinRKelly_,PLD,Prologis,True,,,,,,,,,
1.01926e+18,@yusufhameed So let’s be real who buys $ntnx for their services and tech they developed? $amzn for #AWS $googl or the sleeper $msft,Tue Jul 17 16:41:21 +0000 2018,cpowerfitness,NTNX,Nutanix,False,,,,,,,,,
1.01926e+18,@farrisbaba So let’s be real who buys $ntnx for their services and tech they developed? $amzn for #AWS $googl or the sleeper $msft,Tue Jul 17 16:41:32 +0000 2018,cpowerfitness,NTNX,Nutanix,False,,,,,,,,,
1.01926e+18,Arconic Constellium rated Buy at Jefferies; Kaiser Aluminum seen Neutral https://t.co/E2ZXOJfZK8 $ARNC $CSTM $KALU,Tue Jul 17 16:41:50 +0000 2018,MarketCurrents,ARNC,Arconic Inc.,False,,,,,,,,,
1.01926e+18,@iampatelrp @55 So let’s be real who buys $ntnx for their services and tech they developed? $amzn for #AWS $googl or the sleeper $msft,Tue Jul 17 16:41:56 +0000 2018,cpowerfitness,NTNX,Nutanix,False,,,,,,,,,
1.01926e+18,Accenture Plc: The stock is testing its highs. $ACN https://t.co/Rso1gYdTSe https://t.co/4d9mBCEseD,Tue Jul 17 16:42:19 +0000 2018,MScreener,ACN,Accenture plc,False,,,,,,,,,
1.01926e+18,Motorola Solutions Inc: The stock is testing its highs. $MSI https://t.co/yApHIu1TuU https://t.co/DPF5LCUvRe,Tue Jul 17 16:42:23 +0000 2018,MScreener,MSI,Motorola Solutions,False,,,,,,,,,
1.01926e+18,@awscloud So let’s be real who buys $ntnx for their services and tech they developed? $amzn for #AWS $googl or the sleeper $msft,Tue Jul 17 16:42:37 +0000 2018,cpowerfitness,NTNX,Nutanix,False,,,,,,,,,
1.01926e+18,So let’s be real who buys $ntnx for their services and tech they developed? $amzn for #AWS $googl or the sleeper… https://t.co/AUW3otAHDu,Tue Jul 17 16:42:47 +0000 2018,cpowerfitness,NTNX,Nutanix,False,,,,,,,,,
1.01926e+18,EPS for Cummins Inc. $CMI Expected At $3.63 - https://t.co/mphfwHcRYL,Tue Jul 17 16:42:49 +0000 2018,mmahotstuff1,CMI,Cummins Inc.,False,,,,,,,,,
1.01926e+18,UP/DOWNGRADES ― $LITE: Cascend Securities starts at Buy https://t.co/5t7kPWeXMR via → https://t.co/VS8RO1bzXJ,Tue Jul 17 16:43:03 +0000 2018,AlertTrade,LITE,Lumentum Holdings Inc.,False,,,,,,,,,
1.01926e+18,$3.63 EPS Expected for Cummins Inc. $CMI https://t.co/MYAGUBT0iw,Tue Jul 17 16:43:29 +0000 2018,reurope_stock,CMI,Cummins Inc.,False,,,,,,,,,
1.01926e+18,EPS for Cummins Inc. $CMI Expected At $3.63 - https://t.co/ceC4vm04ep,Tue Jul 17 16:43:52 +0000 2018,bibeypost_stock,CMI,Cummins Inc.,False,,,,,,,,,
1.01926e+18,RT @OJRenick: It's (still) #AmazonPrimeDay and everyone wants their stuff fast. @KevinRKelly_ @BenchmarkINVST on why the e-commerce deriva…,Tue Jul 17 16:44:10 +0000 2018,BenchmarkINVST,PLD,Prologis,False,,,,,,,,,
1.01926e+18,$MMM! $I $ATE $AT $A $COG $IM $HD $MS $USA,Tue Jul 17 16:44:26 +0000 2018,stockbard,MMM,3M Company,False,,,,,,,,,
1.01926e+18,Analysts Anticipate Xilinx Inc. $XLNX Will Post Quarterly Sales of $672.19 Million https://t.co/y0UdgZqpPv,Tue Jul 17 16:45:16 +0000 2018,dailypoliticaln,XLNX,Xilinx,False,,,,,,,,,
1.01926e+18,Commented on $SPY $QQQ $DIA $SH $IWM $TZA $SSO $TNA $VOO $SDS $IVV $SPXU $TQQQ $UPRO $PSQ $SPXL $UWM $RSP $SPXS… https://t.co/DJbVDppW9i,Tue Jul 17 16:45:23 +0000 2018,CAWTAY2000,SQQQ,ProShares UltraPro Short QQQ,False,,,,,,,,,
1.01926e+18,Analysts Expect Xilinx Inc. $XLNX Will Post Earnings of $0.73 Per Share https://t.co/AkaFF66VjK,Tue Jul 17 16:45:35 +0000 2018,TickerReport,XLNX,Xilinx,False,,,,,,,,,
1.01926e+18,Quite a big change for earning growth 2019 $INTC $STM $TXN $NVIA $FB $NFLX $JPM $GS $smh $spy $spx $AAPL $BAC $PG… https://t.co/FeqGLY7FoP,Tue Jul 17 16:45:45 +0000 2018,StockToDiscover,CRM,salesforce.com,False,,,,,,,,,
1.01926e+18,Accenture Plc Ireland $ACN Shareholder Crawford Investment Counsel INC Cut Holding by $5.02 Million https://t.co/jwPSX9FrHF,Tue Jul 17 16:45:56 +0000 2018,reurope_stock,ACN,Accenture plc,False,,,,,,,,,
1.01926e+18,. Our Latest Double! . https://t.co/uEDfVghPiZ 94% Avg Gain Always Unbiased . . $BDR $SPI $NRG $RNVA $INVT $SPWR… https://t.co/2WaVFLcCXy,Tue Jul 17 16:46:27 +0000 2018,Falcon_Stocks,NRG,NRG Energy,False,,,,,,,,,
1.01926e+18,Xilinx Inc. $XLNX Expected to Post Quarterly Sales of $672.19 Million https://t.co/ml47tj70Ut,Tue Jul 17 16:46:32 +0000 2018,ZolmaxNews,XLNX,Xilinx,False,,,,,,,,,
1.01926e+18,RT @Meteo1970: $GOLD $SILVER PLUNGE..... but $NEM $PAAS $GFI $GG  GREEN..... $KL today ATH.....  ????,Tue Jul 17 16:46:35 +0000 2018,johnpagnotta,GG,Goldcorp Inc.,False,,,,,,,,,
1.01926e+18,Accenture Plc Ireland $ACN Share Price Declined While Crawford Investment Counsel INC Has Lowered Holding - https://t.co/NMnXrbKDxX,Tue Jul 17 16:46:44 +0000 2018,bibeypost_stock,ACN,Accenture plc,False,,,,,,,,,
1.01926e+18,Analysts Expect Xilinx Inc. $XLNX to Post $0.73 Earnings Per Share https://t.co/fRjFs19tfh,Tue Jul 17 16:46:51 +0000 2018,WatchlistN,XLNX,Xilinx,False,,,,,,,,,
1.01926e+18,Gap sues mall operator https://t.co/AMYTsmsCSI $GPS,Tue Jul 17 16:47:05 +0000 2018,MarketCurrents,GPS,The Gap,False,,,,,,,,,
1.01926e+18,Devon Energy Corporation $DVN Analysts See $0.29 EPS https://t.co/FuOtZt1l4z,Tue Jul 17 16:47:07 +0000 2018,reurope_stock,DVN,Devon Energy Corporation,False,,,,,,,,,
1.01926e+18,. Our Latest Double! . https://t.co/uEDfVghPiZ 94% Avg Gain Always Unbiased . . $SPY $NRG $ESV $RAD $WFT $TOPS… https://t.co/MxMgPGNGFJ,Tue Jul 17 16:47:23 +0000 2018,Falcon_Stocks,GRPN,Groupon,False,,,,,,,,,
1.01926e+18,Devon Energy Corporation $DVN EPS Estimated At $0.29 - https://t.co/7IK28eUvGv,Tue Jul 17 16:47:24 +0000 2018,bibeypost_stock,DVN,Devon Energy Corporation,False,,,,,,,,,
1.01926e+18,. Our Latest Double! $MEET . https://t.co/uEDfVghPiZ 94% Avg Gain Always Unbiased . .  $ARDM $GLYC $BZQ $ATHN $ETRM… https://t.co/tm2evREJDn,Tue Jul 17 16:47:45 +0000 2018,Falcon_Stocks,FMSA,Fairmount Santrol Holdings Inc.,False,,,,,,,,,
1.01926e+18,RT @Alakarn: @damiangarde @adamfeuerstein No wonder  you wanted him to work for you. Throwing  him a bone knowing his company was going dow…,Tue Jul 17 16:48:27 +0000 2018,TC_Trader,MYL,Mylan N.V.,False,,,,,,,,,
1.01926e+18,Recently spoke with Daniel Rice former CEO of Rice Energy about him and his brothers' return to #oilandgas follow… https://t.co/zJYIf12xMR,Tue Jul 17 16:48:31 +0000 2018,EmilyPatsy,EQT,EQT Corporation,False,,,,,,,,,
1.01926e+18,RT @ajaydevfen: Hero wala #action __ aur gundo wali #Harkat Hum Aksar #Waqt __aane par hai Karte Hain  👆👆👆 Mr $hiva **** 👈 ? Name to su…,Tue Jul 17 16:48:41 +0000 2018,riteshadesai,IR,Ingersoll-Rand Plc,False,,,,,,,,,
1.01926e+18,How Analysts Feel About CBS Corporation $CBS? https://t.co/Lo4cW4oXN7,Tue Jul 17 16:48:49 +0000 2018,reurope_stock,CBS,CBS Corporation,False,,,,,,,,,
1.01926e+18,RT @OJRenick: It's (still) #AmazonPrimeDay and everyone wants their stuff fast. @KevinRKelly_ @BenchmarkINVST on why the e-commerce deriva…,Tue Jul 17 16:49:06 +0000 2018,TDANetwork,PLD,Prologis,True,,,,,,,,,
1.01926e+18,How Analysts Rated CBS Corporation $CBS Last Week? - https://t.co/yaBZHavh3W,Tue Jul 17 16:49:07 +0000 2018,bibeypost_stock,CBS,CBS Corporation,False,,,,,,,,,
1.01926e+18,RT @ajaydevfen: Kya khak #Maza Hai Jeene Mein Jab tak 🔥👈 Na Lage #Dushman ke #Seene Mein Jab Jo #Hindustan ko mitana chahega wo #Mi…,Tue Jul 17 16:49:08 +0000 2018,riteshadesai,IR,Ingersoll-Rand Plc,False,,,,,,,,,
1.01926e+18,EPS for Ecolab Inc. $ECL Expected At $1.27 https://t.co/yHUgSrhE1A,Tue Jul 17 16:49:15 +0000 2018,reurope_stock,ECL,Ecolab Inc.,False,,,,,,,,,
1.01926e+18,https://t.co/9VjKMnGXvX $ACXM $AL $ALLY $ANET $BLUE $BSBR $CNA $CPB $CVI $GDS $GOOS $GSH $IBN $ITUB $MDSO $MELI $MU… https://t.co/aKw7h5W1Qf,Tue Jul 17 16:49:15 +0000 2018,42Stocks,CPB,Campbell Soup Company,False,,,,,,,,,
1.01926e+18,CSX earnings due as Trump trade war heats up stock nears key levels https://t.co/Z4HNzpCKtG $CSX $UNP $KSU,Tue Jul 17 16:49:32 +0000 2018,IBD_ANarayanan,KSU,Kansas City Southern,False,,,,,,,,,
1.01926e+18,Analysts See $1.27 EPS for Ecolab Inc. $ECL - https://t.co/lsYYmbUKTJ,Tue Jul 17 16:49:33 +0000 2018,bibeypost_stock,ECL,Ecolab Inc.,False,,,,,,,,,
1.01926e+18,We are faster than any other coin listing bots! 🙌  Join Us ➡️ https://t.co/iR0BFUm0t7  $TRA $NWL $KR $PAYX $EBET… https://t.co/WPSnOvXNvE,Tue Jul 17 16:49:39 +0000 2018,Michael40684539,KR,The Kroger Co.,False,,,,,,,,,
1.01926e+18,Added @Crex_24 as an exchange pair for $LUK @LukaCLP! Happy trading!,Tue Jul 17 16:49:44 +0000 2018,triforcecoin,LUK,Leucadia National Corporation,False,,,,,,,,,
1.01926e+18,RT @GantosJ: As we know Doug love surprises &amp; he is a master in planning $SRPT's events. What's $SRPT's next surprise for the Q earnings ca…,Tue Jul 17 16:50:36 +0000 2018,stockassassin74,SRPT,Sarepta Therapeutics,False,,,,,,,,,
1.01926e+18,Binance fees are 3-5x less than Bittrex ! 😊  Register for BONUS ➡️ https://t.co/WbsCd1Jgim  $PRL $XEL $LEV $LSK… https://t.co/gcsgYf2pKw,Tue Jul 17 16:51:03 +0000 2018,chloeball366,DKS,Dick's Sporting Goods,False,,,,,,,,,
1.01926e+18,$TVIX Sell Short target: 20.63 % | The Grim Contango (success rate 70.37 %) | Chart looks weak - new low https://t.co/AicL7wWetw,Tue Jul 17 16:51:04 +0000 2018,stockhoot,TVIX,VelocityShares Daily 2x VIX ST ETN,False,,,,,,,,,
1.01926e+18,$VRTX high OI range is 120.00 to 170.00 for option expiration 07/20/2018 #maxpain #options https://t.co/9hznxD02CU https://t.co/40mZbJjmdz,Tue Jul 17 16:51:21 +0000 2018,optioncharts,VRTX,Vertex Pharmaceuticals Incorporated,False,,,,,,,,,
1.01926e+18,$NTNX  Bought 200 shares @$57 and plan to hold till $100. LoL,Tue Jul 17 16:52:01 +0000 2018,PeterSong909,NTNX,Nutanix,False,,,,,,,,,
1.01926e+18,RT @kkernttb: $TJX long setup https://t.co/ibQZUiknCj,Tue Jul 17 16:52:11 +0000 2018,DLSermersheim,TJX,The TJX Companies,False,,,,,,,,,
1.01926e+18,📢 GET 500 $ADM FOR FREE !! 📢     Follow https://t.co/biVAtQK6fO and visit https://t.co/0NgqIu2wVh ! 💵  Register… https://t.co/t9EZD7kauD,Tue Jul 17 16:53:06 +0000 2018,suncoin2017,ADM,Archer-Daniels-Midland Company,False,,,,,,,,,
1.01926e+18,This time is different -  Alphabet ain't pulling back &amp; twinning with $AMZN rampage. $Aapl should have been spendin… https://t.co/CPNgmitzbn,Tue Jul 17 16:53:16 +0000 2018,Kris_tin27,ON,ON Semiconductor Corporation,False,,,,,,,,,
1.01926e+18,Is Ameren Corporation $AEE’s Fuel Running High? Reports Show Less Sellers https://t.co/hGMCwYjbtb,Tue Jul 17 16:53:21 +0000 2018,reurope_stock,AEE,Ameren Corporation,False,,,,,,,,,
1.01926e+18,Ameren Corporation $AEE Shorted Shares Decreased By 8.34% - https://t.co/5sn4vpeLDB,Tue Jul 17 16:53:40 +0000 2018,bibeypost_stock,AEE,Ameren Corporation,False,,,,,,,,,
1.01926e+18,Schwab's Q2 gains lead online brokers up https://t.co/6T1pYgaaaH $SCHW $IBKR $AMTD $ETFC,Tue Jul 17 16:53:45 +0000 2018,TouTzuSays,AMTD,TD Ameritrade Holding Corporation,False,,,,,,,,,
1.01926e+18,bought $PED 2.89 sold 3.10 +.21 w/3k shares played the flag pattern live in chat up over $3k on the day another gr… https://t.co/IG8E34MyjR,Tue Jul 17 16:53:46 +0000 2018,EliteDayTraders,TVIX,VelocityShares Daily 2x VIX ST ETN,False,,,,,,,,,
1.01926e+18,2018-07-16 Short sale volume (not short interest) for $BK is 38%. https://t.co/gFqIIz3a6E $WFC 44% $C 30% $JPM 39% $STT 41%,Tue Jul 17 16:54:01 +0000 2018,shortvolumes,STT,State Street Corporation,False,,,,,,,,,
1.01926e+18,Just listened to @Ubisoft earnings call; mgmt. did not seem concerned about the crowded Holiday 2018 video game cal… https://t.co/H1GydJOUbZ,Tue Jul 17 16:55:01 +0000 2018,Colin_Sebastian,EA,Electronic Arts Inc.,False,,,,,,,,,
1.01926e+18,"$QQQ $TQQQ Those ""hoping"" it would go down today because of $NFLX  guess the bears got it wrong again - new all tim… https://t.co/O5jx0sCPYZ",Tue Jul 17 16:55:24 +0000 2018,Vince_Stanzione,TQQQ,ProShares UltraPro QQQ,False,,,,,,,,,
1.01926e+18,$GERN $JNJ  $CELG $INCY $NVS $ABBV We're still having fun and we're still the one #1!!! https://t.co/98FmK1Ootn https://t.co/7I9m9X64KM,Tue Jul 17 16:55:32 +0000 2018,MedTechBio_Inv,INCY,Incyte Corporation,False,,,,,,,,,
1.01926e+18,Get access to 15+ premium paid groups for a fraction of the price! 🤔  Join Us: ➡️ https://t.co/9V3WyLKyNu  $PIVX… https://t.co/GgYzxHHgN4,Tue Jul 17 16:55:36 +0000 2018,melaniebower89a,WLL,Whiting Petroleum Corporation,False,,,,,,,,,
1.01926e+18,$AAPL не понравился сдал его. Остается в составе лонга $TQQQ.,Tue Jul 17 16:55:45 +0000 2018,old_but_works,TQQQ,ProShares UltraPro QQQ,False,,,,,,,,,
1.01926e+18,$SPY $QQQ $DIA $BLK $VOO $SH $SDS $IVV $SSO $TQQQ $SPXU-OLD $UPRO $SPXL $SPLV $RSP $CRF $SQQQ $SPXS $PSQ $VFINX https://t.co/XViyzSktwW,Tue Jul 17 16:55:57 +0000 2018,MagnoliaG2012,SQQQ,ProShares UltraPro Short QQQ,False,,,,,,,,,
1.01926e+18,Recent $NTNX technical alerts: 50 DMA Support plus 4 more alerts... https://t.co/L70rEbFsJm,Tue Jul 17 16:56:05 +0000 2018,SwingTradeBot,NTNX,Nutanix,False,,,,,,,,,
1.01926e+18,( $met ) will be listed on Yobit ( @YobitExchange ) #cryptocurrency #blockchain #bitcoin #crypto #btc #ico #eth #xrp #trading #CryptoNews,Tue Jul 17 16:56:07 +0000 2018,CryptoBleep,MET,MetLife,False,,,,,,,,,
1.01926e+18,$COIN $SPY $DIA $QQQ $IVV $VOO $AMZN $NFLX $SH $IWM $TZA $SSO $TNA $SDS $SPXU $TQQQ $UPRO $PSQ $SPXL $UWM $RSP $VV https://t.co/f2OTmvlSSl,Tue Jul 17 16:56:39 +0000 2018,MagnoliaG2012,TQQQ,ProShares UltraPro QQQ,False,,,,,,,,,
1.01926e+18,$SPY $QQQ $DIA $SH $IWM $TZA $SSO $TNA $VOO $SDS $IVV $SPXU $TQQQ $UPRO $PSQ $SPXL $UWM $RSP $SPXS $SQQQ $QID $DOG https://t.co/IpSrWOlPvt,Tue Jul 17 16:56:51 +0000 2018,MagnoliaG2012,SQQQ,ProShares UltraPro Short QQQ,False,,,,,,,,,
1.01926e+18,RT @tpetruno: It wasn't just FANG stocks leading Nasdaq. There was a broad rush into tech ahead of Q2 earns.  Thurs gains (* = new high):…,Tue Jul 17 16:56:54 +0000 2018,kushortiz,CRM,salesforce.com,False,,,,,,,,,
1.01926e+18,Trade with up to 100x Leverage on Bitmex! 💎  Register for BONUS ➡️ https://t.co/cPFWzoMYjj  $STX $SHIFT $HGT $CAN… https://t.co/QPXmCTOmfM,Tue Jul 17 16:56:57 +0000 2018,JosePerryman3,KR,The Kroger Co.,False,,,,,,,,,
1.01926e+18,Get access to 15+ premium paid groups for a fraction of the price! 🚀  Join Us ➡️ https://t.co/o2Tun18cdZ  $ECC… https://t.co/ZlygXnrYqD,Tue Jul 17 16:57:08 +0000 2018,oliverpaige625,DG,Dollar General Corporation,False,,,,,,,,,
1.01926e+18,Stifel Keeps Salesforce $CRM As a Buy; They Now Have a Price Target Of $160 - https://t.co/Gc4gmaAypp,Tue Jul 17 16:57:10 +0000 2018,bibeypost_stock,CRM,salesforce.com,False,,,,,,,,,
1.01926e+18,ICE to launch oil futures contract based on Permian crude to Houston https://t.co/4vaPKlP5j6 $ICE $MMP $USO $OIL,Tue Jul 17 16:57:20 +0000 2018,TouTzuSays,ICE,Intercontinental Exchange,False,,,,,,,,,
1.01926e+18,Suvretta Capital Management LLC Position In United Technologies Corp $UTX Was Raised https://t.co/NKnpAbbM6j,Tue Jul 17 16:57:23 +0000 2018,reurope_stock,UTX,United Technologies Corporation,False,,,,,,,,,
1.01926e+18,$BKH $CINF $CWT $DVY $EMR $FRT $HDV $HYG $JNJ $KO $MCD $MMM $MO $NNN $NWN $O $PEP $PFF $PG $SDOG $SPHD $SWK $SYY https://t.co/qrLh4mKGI2,Tue Jul 17 16:57:26 +0000 2018,MagnoliaG2012,MO,Altria Group,False,,,,,,,,,
1.01926e+18,1082 $YNDX Aug 40.0 Calls $1.45  spread 1082 $YNDX Aug 45.0 Calls $0.30  spread,Tue Jul 17 16:57:32 +0000 2018,NickPoulopoulos,YNDX,Yandex N.V.,False,,,,,,,,,
1.01926e+18,United Technologies Corp $UTX Holder Suvretta Capital Management LLC Has Increased Holding - https://t.co/72Z7iuiqJp,Tue Jul 17 16:57:39 +0000 2018,bibeypost_stock,UTX,United Technologies Corporation,False,,,,,,,,,
1.01927e+18,$ABBV $ADRNY $AES $AIA $BAC $FB $FDP $GIS $GOOGL $HEINY $HRL $IEXXF $INTL $LMNR $MSFT $NEE $NVDA $PFE $TAN $TOT https://t.co/YSNXch01KG,Tue Jul 17 16:58:13 +0000 2018,MagnoliaG2012,HRL,Hormel Foods Corporation,False,,,,,,,,,
1.01927e+18,Insider alert: Chairman of the Board THOMPSON JAMES K of $JBHT bought 4600 shares @ $560418.00,Tue Jul 17 16:58:40 +0000 2018,ExecPicks,JBHT,J.B. Hunt Transport Services,False,,,,,,,,,
1.01927e+18,NHS makes ‘final’ offer to Vertex. https://t.co/U63ZAXtKMb Will Vertex finally bow to pressure and make Kalydeco O… https://t.co/yHzbZMJbJR,Tue Jul 17 16:59:09 +0000 2018,BionestPartners,VRTX,Vertex Pharmaceuticals Incorporated,False,,,,,,,,,
1.01927e+18,$CVS Naj final trade,Tue Jul 17 16:59:33 +0000 2018,lilnickysmith,CVS,CVS Health Corporation,False,,,,,,,,,
1.01927e+18,A bullish Big MAC (Bullish) has occurred at 11:45 AM Jul 17 at  $37.80 on Taiwan Semiconductor Manufacturing Co Ltd… https://t.co/LjOOgA0vkx,Tue Jul 17 17:00:02 +0000 2018,websofttechies,TSM,Taiwan Semiconductor Manufacturing Company Limited,False,,,,,,,,,
1.01927e+18,$INTU hitting new highs,Tue Jul 17 17:00:04 +0000 2018,OptionsHawk,INTU,Intuit Inc.,False,,,,,,,,,
1.01927e+18,A bullish Big MAC (Bullish) has occurred at 12:00 PM Jul 17 at  $23.52 on ON Semiconductor Corp (ON) $ON Want to Ea… https://t.co/EbiRtpkuZu,Tue Jul 17 17:00:05 +0000 2018,websofttechies,ON,ON Semiconductor Corporation,False,,,,,,,,,
1.01927e+18,A bullish Big MAC (Bullish) has occurred at 12:00 PM Jul 17 at  $78.91 on Western Digital Corp (WDC) $WDC Want to E… https://t.co/fZtPGDwMUG,Tue Jul 17 17:00:05 +0000 2018,websofttechies,WDC,Western Digital Corporation,False,,,,,,,,,
1.01927e+18,Interpublic Grp $IPG is down 5.2% - https://t.co/v4ZjnwDjXB,Tue Jul 17 17:00:06 +0000 2018,InvestingStockz,IPG,The Interpublic Group of Companies,False,,,,,,,,,
1.01927e+18,A bullish Big MAC (Bullish) has occurred at 12:30 PM Jul 17 at  $77.73 on Nike Inc (NKE) $NKE Want to Earn(Register… https://t.co/rohNfk1hvO,Tue Jul 17 17:00:09 +0000 2018,websofttechies,NKE,NIKE,False,,,,,,,,,
1.01927e+18,Popular: $ROKU $XLK $UPRO $NTNX $STLD $PSTG $HYGS $GFN $TWLO,Tue Jul 17 17:00:16 +0000 2018,LargeVoidBot,NTNX,Nutanix,False,,,,,,,,,
1.01927e+18,Office Depot $ODP Stock Rating Lowered by Zacks Investment Research https://t.co/OwLsuSjx4l,Tue Jul 17 17:00:28 +0000 2018,OlympiaReport,ODP,Office Depot,False,,,,,,,,,
1.01927e+18,@MotherCabriniNY @YancyBass @Adrian_H @TheSkeptic21 @QTRResearch @CitronResearch Pity the charity anticipating bats… https://t.co/7XtLtyJsWr,Tue Jul 17 17:00:49 +0000 2018,NaomiFrances1,APD,Air Products and Chemicals,False,,,,,,,,,
